schedule,name,aliases,cas_numbers,dea_code,source_url,raw_text,fetched_at
I,Acetyl- alpha -methylfentanyl ( N -[1-(1-methyl-2-phenethyl)-4-piperidinyl]- N -phenylacetamide),,,9815,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(1) Acetyl- alpha -methylfentanyl ( N -[1-(1-methyl-2-phenethyl)-4-piperidinyl]- N -phenylacetamide)  9815,2026-04-24T17:24:50+00:00
I,Acetylmethadol,,,9601,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(2) Acetylmethadol  9601,2026-04-24T17:24:50+00:00
I,Acetyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylacetamide),,,9821,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(3) Acetyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylacetamide)  9821,2026-04-24T17:24:50+00:00
I,Acryl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylacrylamide; also known as acryloylfentanyl),,,9811,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(4) Acryl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylacrylamide; also known as acryloylfentanyl)  9811,2026-04-24T17:24:50+00:00
I,"AH-7921 (3,4-dichloro- N -[(1-dimethylamino)cyclohexylmethyl]benzamide)",,,9551,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(5) AH-7921 (3,4-dichloro- N -[(1-dimethylamino)cyclohexylmethyl]benzamide)  9551",2026-04-24T17:24:50+00:00
I,Allylprodine,,,9602,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(6) Allylprodine  9602,2026-04-24T17:24:50+00:00
I,"Alphacetylmethadol (except levo -alphacetylmethadol also known as levo - alpha -acetylmethadol, levomethadyl acetate, or LAAM)",,,9603,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(7) Alphacetylmethadol (except levo -alphacetylmethadol also known as levo - alpha -acetylmethadol, levomethadyl acetate, or LAAM)  9603",2026-04-24T17:24:50+00:00
I,Alphameprodine,,,9604,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(8) Alphameprodine  9604,2026-04-24T17:24:50+00:00
I,Alphamethadol,,,9605,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(9) Alphamethadol  9605,2026-04-24T17:24:50+00:00
I,alphaâ² -Methyl butyryl fentanyl (2-methyl- N -(1-phenethylpiperidin-4-yl)- N -phenylbutanamide),,,9864,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(10) alphaâ² -Methyl butyryl fentanyl (2-methyl- N -(1-phenethylpiperidin-4-yl)- N -phenylbutanamide)  9864,2026-04-24T17:24:50+00:00
I,alpha -Methylfentanyl ( N -[1-( alpha -methyl- beta -phenyl)ethyl-4-piperidyl]propionanilide; 1-(1-methyl-2-phenylethyl)-4-( N -propanilido)piperidine),,,9814,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(11) alpha -Methylfentanyl ( N -[1-( alpha -methyl- beta -phenyl)ethyl-4-piperidyl]propionanilide; 1-(1-methyl-2-phenylethyl)-4-( N -propanilido)piperidine)  9814,2026-04-24T17:24:50+00:00
I,alpha -Methylthiofentanyl ( N -[1-methyl-2-(2-thienyl)ethyl-4-piperidinyl]- N -phenylpropanamide),,,9832,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(12) alpha -Methylthiofentanyl ( N -[1-methyl-2-(2-thienyl)ethyl-4-piperidinyl]- N -phenylpropanamide)  9832,2026-04-24T17:24:50+00:00
I,Benzethidine,,,9606,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(13) Benzethidine  9606,2026-04-24T17:24:50+00:00
I,Betacetylmethadol,,,9607,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(14) Betacetylmethadol  9607,2026-04-24T17:24:50+00:00
I,beta -Hydroxyfentanyl ( N -[1-(2-hydroxy-2-phenethyl)-4-piperidinyl]- N -phenylpropanamide),,,9830,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(15) beta -Hydroxyfentanyl ( N -[1-(2-hydroxy-2-phenethyl)-4-piperidinyl]- N -phenylpropanamide)  9830,2026-04-24T17:24:50+00:00
I,beta -Hydroxy-3-methylfentanyl ( N -[1-(2-hydroxy-2-phenylethyl)-3-methyl-4-piperidinyl]- N -phenylpropanamide),,,9831,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(16) beta -Hydroxy-3-methylfentanyl ( N -[1-(2-hydroxy-2-phenylethyl)-3-methyl-4-piperidinyl]- N -phenylpropanamide)  9831,2026-04-24T17:24:50+00:00
I,beta -Hydroxythiofentanyl ( N -[1-[2-hydroxy-2-(thiophen-2-yl)ethyl]piperidin-4-yl]- N -phenylpropionamide),,,9836,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(17) beta -Hydroxythiofentanyl ( N -[1-[2-hydroxy-2-(thiophen-2-yl)ethyl]piperidin-4-yl]- N -phenylpropionamide)  9836,2026-04-24T17:24:50+00:00
I,Betameprodine,,,9608,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(18) Betameprodine  9608,2026-04-24T17:24:50+00:00
I,Betamethadol,,,9609,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(19) Betamethadol  9609,2026-04-24T17:24:50+00:00
I,beta -Methyl fentanyl ( N -phenyl- N -(1-(2-phenylpropyl)piperidin-4-yl)propionamide; also known as Î²-methyl fentanyl),,,9856,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(20) beta -Methyl fentanyl ( N -phenyl- N -(1-(2-phenylpropyl)piperidin-4-yl)propionamide; also known as Î²-methyl fentanyl)  9856,2026-04-24T17:24:50+00:00
I,beta- methylacetyl fentanyl ( N -phenyl-N-(1-(2-phenylpropyl)piperidin-4-yl)acetamide),,,9868,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(21) beta- methylacetyl fentanyl ( N -phenyl-N-(1-(2-phenylpropyl)piperidin-4-yl)acetamide)  9868,2026-04-24T17:24:50+00:00
I,"betaâ² -Phenyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N, 3-diphenylpropanamide; also known as Î²â²-phenyl fentanyl; 3-phenylpropanoyl fentanyl)",,,9842,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(22) betaâ² -Phenyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N, 3-diphenylpropanamide; also known as Î²â²-phenyl fentanyl; 3-phenylpropanoyl fentanyl)  9842",2026-04-24T17:24:50+00:00
I,Betaprodine,,,9611,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(23) Betaprodine  9611,2026-04-24T17:24:50+00:00
I,"brorphine (1-(1-(1-(4-bromophenyl)ethyl)piperidin-4-yl)-1,3-dihydro-2 H -benzo[ d ]imidazol-2-one)",,,9098,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(24) brorphine (1-(1-(1-(4-bromophenyl)ethyl)piperidin-4-yl)-1,3-dihydro-2 H -benzo[ d ]imidazol-2-one)  9098",2026-04-24T17:24:50+00:00
I,"Butonitazene (2-(2-(4-butoxybenzyl)-5-nitro-1 H -benzimidazol-1-yl)- N,N -diethylethan-1-amine)",,,9751,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(25) Butonitazene (2-(2-(4-butoxybenzyl)-5-nitro-1 H -benzimidazol-1-yl)- N,N -diethylethan-1-amine)  9751",2026-04-24T17:24:50+00:00
I,Butyryl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylbutyramide),,,9822,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(26) Butyryl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylbutyramide)  9822,2026-04-24T17:24:50+00:00
I,Clonitazene,,,9612,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(27) Clonitazene  9612,2026-04-24T17:24:50+00:00
I,Crotonyl fentanyl (( E )- N -(1-phenethylpiperidin-4-yl)- N -phenylbut-2-enamide),,,9844,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(28) Crotonyl fentanyl (( E )- N -(1-phenethylpiperidin-4-yl)- N -phenylbut-2-enamide)  9844,2026-04-24T17:24:50+00:00
I,Cyclopentyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylcyclopentanecarboxamide),,,9847,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(29) Cyclopentyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylcyclopentanecarboxamide)  9847,2026-04-24T17:24:50+00:00
I,Cyclopropyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylcyclopropanecarboxamide),,,9845,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(30) Cyclopropyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylcyclopropanecarboxamide)  9845,2026-04-24T17:24:50+00:00
I,Dextromoramide,,,9613,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(31) Dextromoramide  9613,2026-04-24T17:24:50+00:00
I,Diampromide,,,9615,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(32) Diampromide  9615,2026-04-24T17:24:50+00:00
I,Diethylthiambutene,,,9616,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(33) Diethylthiambutene  9616,2026-04-24T17:24:50+00:00
I,Difenoxin,,,9168,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(34) Difenoxin  9168,2026-04-24T17:24:50+00:00
I,Dimenoxadol,,,9617,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(35) Dimenoxadol  9617,2026-04-24T17:24:50+00:00
I,Dimepheptanol,,,9618,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(36) Dimepheptanol  9618,2026-04-24T17:24:50+00:00
I,"2â²,5â²-Dimethoxyfentanyl ( N -(1-(2,5-dimethoxyphenethyl)piperidin-4-yl)- N -phenylpropionamide)",,,9861,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(37) 2â²,5â²-Dimethoxyfentanyl ( N -(1-(2,5-dimethoxyphenethyl)piperidin-4-yl)- N -phenylpropionamide)  9861",2026-04-24T17:24:50+00:00
I,Dimethylthiambutene,,,9619,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(38) Dimethylthiambutene  9619,2026-04-24T17:24:50+00:00
I,Dioxaphetyl butyrate,,,9621,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(39) Dioxaphetyl butyrate  9621,2026-04-24T17:24:50+00:00
I,Dipipanone,,,9622,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(40) Dipipanone  9622,2026-04-24T17:24:50+00:00
I,Ethylmethylthiambutene,,,9623,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(41) Ethylmethylthiambutene  9623,2026-04-24T17:24:50+00:00
I,"2-(2-(4-ethoxybenzyl)-1 H -benzimidazol-1-yl)- N,N -diethylethan-1-amine (Other names: etodesnitazene; etazene)",,,9765,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(42) 2-(2-(4-ethoxybenzyl)-1 H -benzimidazol-1-yl)- N,N -diethylethan-1-amine (Other names: etodesnitazene; etazene)  9765",2026-04-24T17:24:50+00:00
I,Etonitazene,,,9624,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(43) Etonitazene  9624,2026-04-24T17:24:50+00:00
I,Etoxeridine,,,9625,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(44) Etoxeridine  9625,2026-04-24T17:24:50+00:00
I,Fentanyl carbamate (ethyl (1-phenethylpiperidin-4-yl)(phenyl)carbamate),,,9851,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(45) Fentanyl carbamate (ethyl (1-phenethylpiperidin-4-yl)(phenyl)carbamate)  9851,2026-04-24T17:24:50+00:00
I,"Flunitazene ( N,N -diethyl-2-(2-(4-fluorobenzyl)-5-nitro-1 H -benzimidazol-1-yl)ethan-1-amine)",,,9756,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(46) Flunitazene ( N,N -diethyl-2-(2-(4-fluorobenzyl)-5-nitro-1 H -benzimidazol-1-yl)ethan-1-amine)  9756",2026-04-24T17:24:50+00:00
I,4-Fluoroisobutyryl fentanyl ( N -(4-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)isobutyramide; also known as para -fluoroisobutyryl fentanyl),,,9824,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(47) 4-Fluoroisobutyryl fentanyl ( N -(4-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)isobutyramide; also known as para -fluoroisobutyryl fentanyl)  9824,2026-04-24T17:24:50+00:00
I,2â²-Fluoro ortho -fluorofentanyl ( N -(1-(2-fluorophenethyl)piperidin-4-yl)- N -(2-fluorophenyl)propionamide; also known as 2â²-fluoro 2-fluorofentanyl),,,9855,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(48) 2â²-Fluoro ortho -fluorofentanyl ( N -(1-(2-fluorophenethyl)piperidin-4-yl)- N -(2-fluorophenyl)propionamide; also known as 2â²-fluoro 2-fluorofentanyl)  9855,2026-04-24T17:24:50+00:00
I,Furanyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylfuran-2-carboxamide),,,9834,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(49) Furanyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylfuran-2-carboxamide)  9834,2026-04-24T17:24:50+00:00
I,3-Furanyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylfuran-3-carboxamide),,,9860,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(50) 3-Furanyl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylfuran-3-carboxamide)  9860,2026-04-24T17:24:50+00:00
I,Furethidine,,,9626,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(51) Furethidine  9626,2026-04-24T17:24:50+00:00
I,Hydroxypethidine,,,9627,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(52) Hydroxypethidine  9627,2026-04-24T17:24:50+00:00
I,Isobutyryl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylisobutyramide),,,9827,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(53) Isobutyryl fentanyl ( N -(1-phenethylpiperidin-4-yl)- N -phenylisobutyramide)  9827,2026-04-24T17:24:50+00:00
I,"Isotonitazene ( N,N -diethyl-2-(2-(4-isopropoxybenzyl)-5-nitro-1 H -benzimidazol-1-yl)ethan-1-amine)",,,9614,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(54) Isotonitazene ( N,N -diethyl-2-(2-(4-isopropoxybenzyl)-5-nitro-1 H -benzimidazol-1-yl)ethan-1-amine)  9614",2026-04-24T17:24:50+00:00
I,Isovaleryl fentanyl (3-methyl- N -(1-phenethylpiperidin-4-yl)- N- phenylbutanamide),,,9862,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(55) Isovaleryl fentanyl (3-methyl- N -(1-phenethylpiperidin-4-yl)- N- phenylbutanamide)  9862,2026-04-24T17:24:50+00:00
I,Ketobemidone,,,9628,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(56) Ketobemidone  9628,2026-04-24T17:24:50+00:00
I,Levomoramide,,,9629,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(57) Levomoramide  9629,2026-04-24T17:24:50+00:00
I,Levophenacylmorphan,,,9631,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(58) Levophenacylmorphan  9631,2026-04-24T17:24:50+00:00
I,meta -Fluorofentanyl (N -(3-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)propionamide),,,9857,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(59) meta -Fluorofentanyl (N -(3-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)propionamide)  9857,2026-04-24T17:24:50+00:00
I,meta -fluorofuranyl fentanyl ( N -(3-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)furan-2-carboxamide),,,9871,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(60) meta -fluorofuranyl fentanyl ( N -(3-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)furan-2-carboxamide)  9871,2026-04-24T17:24:50+00:00
I,meta -Fluoroisobutyryl fentanyl ( N -(3-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)isobutyramide),,,9858,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(61) meta -Fluoroisobutyryl fentanyl ( N -(3-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)isobutyramide)  9858,2026-04-24T17:24:50+00:00
I,Methoxyacetyl fentanyl (2-methoxy- N -(1-phenethylpiperidin-4-yl)- N -phenylacetamide),,,9825,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(62) Methoxyacetyl fentanyl (2-methoxy- N -(1-phenethylpiperidin-4-yl)- N -phenylacetamide)  9825,2026-04-24T17:24:50+00:00
I,4â²-Methyl acetyl fentanyl ( N -(1-(4-methylphenethyl)piperidin-4-yl)- N -phenylacetamide),,,9819,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(63) 4â²-Methyl acetyl fentanyl ( N -(1-(4-methylphenethyl)piperidin-4-yl)- N -phenylacetamide)  9819,2026-04-24T17:24:50+00:00
I,2-Methyl AP-237 (1-(2-methyl-4-(3-phenylprop-2-en-1-yl)piperazin-1-yl)butan-1-one),,,9664,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(64) 2-Methyl AP-237 (1-(2-methyl-4-(3-phenylprop-2-en-1-yl)piperazin-1-yl)butan-1-one)  9664,2026-04-24T17:24:50+00:00
I,3-Methylfentanyl ( N -[3-methyl-1-(2-phenylethyl)-4-piperidyl]- N -phenylpropanamide),,,9813,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(65) 3-Methylfentanyl ( N -[3-methyl-1-(2-phenylethyl)-4-piperidyl]- N -phenylpropanamide)  9813,2026-04-24T17:24:50+00:00
I,3-Methylthiofentanyl ( N -[3-methyl-1-(2-thienylethyl)-4-piperidinyl]- N -phenylpropanamide),,,9833,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(66) 3-Methylthiofentanyl ( N -[3-methyl-1-(2-thienylethyl)-4-piperidinyl]- N -phenylpropanamide)  9833,2026-04-24T17:24:50+00:00
I,"Metodesnitazene ( N,N -diethyl-2-(2-(4-methoxybenzyl)-1 H -benzimidazol-1-yl)ethan-1-amine)",,,9764,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(67) Metodesnitazene ( N,N -diethyl-2-(2-(4-methoxybenzyl)-1 H -benzimidazol-1-yl)ethan-1-amine)  9764",2026-04-24T17:24:50+00:00
I,"Metonitazene ( N,N -diethyl-2-(2-(4-methoxybenzyl)-5-nitro-1 H -benzimidazol-1-yl)ethan-1-amine)",,,9757,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(68) Metonitazene ( N,N -diethyl-2-(2-(4-methoxybenzyl)-5-nitro-1 H -benzimidazol-1-yl)ethan-1-amine)  9757",2026-04-24T17:24:50+00:00
I,Morpheridine,,,9632,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(69) Morpheridine  9632,2026-04-24T17:24:50+00:00
I,MPPP (1-methyl-4-phenyl-4-propionoxypiperidine),,,9661,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(70) MPPP (1-methyl-4-phenyl-4-propionoxypiperidine)  9661,2026-04-24T17:24:50+00:00
I,"MT-45 (1-cyclohexyl-4-(1,2-diphenylethyl)piperazine)",,,9560,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,"(71) MT-45 (1-cyclohexyl-4-(1,2-diphenylethyl)piperazine)  9560",2026-04-24T17:24:50+00:00
I,N -Desethyl isotonitazene ( N- ethyl-2-(2-(4-isopropoxybenzyl)-5-nitro-1 H -benzimidazol-1-yl)ethan-1-amine),,,9760,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(72) N -Desethyl isotonitazene ( N- ethyl-2-(2-(4-isopropoxybenzyl)-5-nitro-1 H -benzimidazol-1-yl)ethan-1-amine)  9760,2026-04-24T17:24:50+00:00
I,Noracymethadol,,,9633,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(73) Noracymethadol  9633,2026-04-24T17:24:50+00:00
I,Norlevorphanol,,,9634,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(74) Norlevorphanol  9634,2026-04-24T17:24:50+00:00
I,Normethadone,,,9635,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(75) Normethadone  9635,2026-04-24T17:24:50+00:00
I,Norpipanone,,,9636,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(76) Norpipanone  9636,2026-04-24T17:24:50+00:00
I,N -Piperidinyl etonitazene (2-(4-ethoxybenzyl)-5-nitro-1-(2-(piperidin-1-yl)ethyl)-1 H -benzimidazole (other names: etonitazepipne),,,9761,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(77) N -Piperidinyl etonitazene (2-(4-ethoxybenzyl)-5-nitro-1-(2-(piperidin-1-yl)ethyl)-1 H -benzimidazole (other names: etonitazepipne)  9761,2026-04-24T17:24:50+00:00
I,2-(4-ethoxybenzyl)-5-nitro-1-(2-(pyrrolidin-1-yl)ethyl)-1 H -benzimidazole (Other names: N -pyrrolidino etonitazene; etonitazepyne),,,9758,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(78) 2-(4-ethoxybenzyl)-5-nitro-1-(2-(pyrrolidin-1-yl)ethyl)-1 H -benzimidazole (Other names: N -pyrrolidino etonitazene; etonitazepyne)  9758,2026-04-24T17:24:50+00:00
I,2-(4-methoxybenzyl)-5-nitro-1-(2-(pyrrolidin-1-yl)ethyl)-1 H -benzimidazole (Other names: N -pyrrolidino metonitazene; metonitazepyne),,,9762,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(79) 2-(4-methoxybenzyl)-5-nitro-1-(2-(pyrrolidin-1-yl)ethyl)-1 H -benzimidazole (Other names: N -pyrrolidino metonitazene; metonitazepyne)  9762,2026-04-24T17:24:50+00:00
I,5-nitro-2-(4-propoxybenzyl)-1-(2-(pyrrolidin-1-yl)ethyl)-1 H -benzimidazole (other names: N -pyrrolidino protonitazene; protonitazepyne),,,9763,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(80) 5-nitro-2-(4-propoxybenzyl)-1-(2-(pyrrolidin-1-yl)ethyl)-1 H -benzimidazole (other names: N -pyrrolidino protonitazene; protonitazepyne)  9763,2026-04-24T17:24:50+00:00
I,Ocfentanil ( N -(2-fluorophenyl)-2-methoxy- N -(1-phenethylpiperidin-4-yl)acetamide),,,9838,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(81) Ocfentanil ( N -(2-fluorophenyl)-2-methoxy- N -(1-phenethylpiperidin-4-yl)acetamide)  9838,2026-04-24T17:24:50+00:00
I,ortho -chlorofentanyl ( N -(2-chlorophenyl)- N -(1-phenethylpiperidin-4-yl)propionamide,,,9828,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(82) ortho -chlorofentanyl ( N -(2-chlorophenyl)- N -(1-phenethylpiperidin-4-yl)propionamide  9828,2026-04-24T17:24:50+00:00
I,ortho -Fluoroacryl fentanyl ( N -(2-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)acrylamide),,,9852,https://www.ecfr.gov/api/versioner/v1/full/2026-04-22/title-21.xml?chapter=II&part=1308&section=1308.11,(83) ortho -Fluoroacryl fentanyl ( N -(2-fluorophenyl)- N -(1-phenethylpiperidin-4-yl)acrylamide)  9852,2026-04-24T17:24:50+00:00
