id,substance_name,category,cas_number,first_reported_year,source_url,raw_text,fetched_at
872092d98f1be476,EU-level,NPS,,19,https://www.emcdda.europa.eu/publications/topic-overviews/eu-early-warning-system_en,EU-level,2026-04-24T17:20:34+00:00
