name,dea_code,schedule,narcotic,other_names,source,source_url,raw_text,fetched_at
Ethylmorphine,9190,II,Y,Dionin,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Ethylmorphine 9190 II Y Dionin,2026-04-24T17:24:50+00:00
Ethylmorphine combination product 15 mg/du,9808,III,Y,Ethylmorphine preparations 100 mg/(100 ml or 100 gm) V Y,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Ethylmorphine combination product 15 mg/du 9808 III Y Ethylmorphine preparations 100 mg/(100 ml or 100 gm) V Y,2026-04-24T17:24:50+00:00
Ethylone,7547,I,N,"1-(1,3-Benzodioxol-5-yl)-2-(ethylamino)propan-1-one; 3,4-methylenedioxy-N-ethylcathinone; bk-MDEA; MDEC",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Ethylone 7547 I N 1-(1,3-Benzodioxol-5-yl)-2-(ethylamino)propan-1-one; 3,4-methylenedioxy-N-ethylcathinone; bk-MDEA; MDEC",2026-04-24T17:24:50+00:00
Ethylphenidate (ethyl 2-phenyl-2-(piperidin-2-yl)acetate),1727,I,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Ethylphenidate (ethyl 2-phenyl-2-(piperidin-2-yl)acetate) 1727 I N,2026-04-24T17:24:50+00:00
"Etizolam (4-(2-chlorophenyl)-2-ethyl-9-methyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2780,I,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Etizolam (4-(2-chlorophenyl)-2-ethyl-9-methyl-6H- 2780 I N thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2026-04-24T17:24:50+00:00
"Etodesnitazene; etazene (2-(2-(4-ethoxybenzyl)-1H-benzimidazol-1-yl)-N,N-diethylethan-1-amine)",9765,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Etodesnitazene; etazene (2-(2-(4-ethoxybenzyl)-1H- 9765 I Y benzimidazol-1-yl)-N,N-diethylethan-1-amine)",2026-04-24T17:24:50+00:00
Etonitazene,9624,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Etonitazene 9624 I Y,2026-04-24T17:24:50+00:00
Etorphine (except HCl),9056,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Etorphine (except HCl) 9056 I Y,2026-04-24T17:24:50+00:00
Etorphine HCl,9059,II,Y,M 99,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Etorphine HCl 9059 II Y M 99,2026-04-24T17:24:50+00:00
Etoxeridine,9625,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Etoxeridine 9625 I Y,2026-04-24T17:24:50+00:00
Eutylone,7549,I,N,"1-(1,3-Benzodioxol-5-yl)-2-(ethylamino)butan-1-one; bk-EBDB",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Eutylone 7549 I N 1-(1,3-Benzodioxol-5-yl)-2-(ethylamino)butan-1-one; bk-EBDB",2026-04-24T17:24:50+00:00
Ezogabine,2779,V,N,Potiga,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Ezogabine 2779 V N Potiga,2026-04-24T17:24:50+00:00
Fencamfamin,1760,IV,N,Reactivan,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Fencamfamin 1760 IV N Reactivan,2026-04-24T17:24:50+00:00
Fenethylline,1503,I,N,Captagon; amfetyline; ethyltheophylline amphetamine,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Fenethylline 1503 I N Captagon; amfetyline; ethyltheophylline amphetamine,2026-04-24T17:24:50+00:00
Fenproporex,1575,IV,N,Gacilin; Solvolip,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Fenproporex 1575 IV N Gacilin; Solvolip,2026-04-24T17:24:50+00:00
Fentanyl,9801,II,Y,Duragesic; Oralet; Actiq; Sublimaze; Innovar,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Fentanyl 9801 II Y Duragesic; Oralet; Actiq; Sublimaze; Innovar,2026-04-24T17:24:50+00:00
Fentanyl carbamate (ethyl (1-phenethylpiperidin-4-yl)(phenyl)carbamate),9851,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Fentanyl carbamate (ethyl (1-phenethylpiperidin-4- 9851 I Y yl)(phenyl)carbamate),2026-04-24T17:24:50+00:00
Fentanyl-related substances as defined in 21 CFR,9850,I,Y,1308.11(h),DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Fentanyl-related substances as defined in 21 CFR 9850 I Y 1308.11(h),2026-04-24T17:24:50+00:00
"Flualprazolam (8-chloro-6-(2-fluorophenyl)-1-methyl-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2785,I,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Flualprazolam (8-chloro-6-(2-fluorophenyl)-1-methyl-4H- 2785 I N benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2026-04-24T17:24:50+00:00
"Flubromazolam (8-bromo-6-(2-fluorophenyl)-1-methyl-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2788,I,N,"8-Bromo-6-(2-fluorophenyl)-1-methyl-4H- [1,2,4]triazolo[4,3-a][1,4]benzodiazepine",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Flubromazolam (8-bromo-6-(2-fluorophenyl)-1-methyl- 2788 I N 8-Bromo-6-(2-fluorophenyl)-1-methyl-4H- 4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine) [1,2,4]triazolo[4,3-a][1,4]benzodiazepine",2026-04-24T17:24:50+00:00
Fludiazepam,2759,IV,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Fludiazepam 2759 IV N,2026-04-24T17:24:50+00:00
"Flunitazene (N,N-diethyl-2-(2-(4-fluorobenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amine)",9756,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Flunitazene (N,N-diethyl-2-(2-(4-fluorobenzyl)-5-nitro- 9756 I Y 1H-benzimidazol-1-yl)ethan-1-amine)",2026-04-24T17:24:50+00:00
Flunitrazepam,2763,IV,N,"Rohypnol; Narcozep; Darkene; Roipnol Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 12 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Flunitrazepam 2763 IV N Rohypnol; Narcozep; Darkene; Roipnol Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 12 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",2026-04-24T17:24:50+00:00
"Fluoxymesterone (9-fluoro-17α-methyl-11β,17β-dihydroxyandrost-4-en-3-one)",4000,III,N,Anadroid-F; Halotestin; Ora-Testryl,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Fluoxymesterone (9-fluoro-17α-methyl-11β,17β- 4000 III N Anadroid-F; Halotestin; Ora-Testryl dihydroxyandrost-4-en-3-one)",2026-04-24T17:24:50+00:00
Flurazepam,2767,IV,N,Dalmane,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Flurazepam 2767 IV N Dalmane,2026-04-24T17:24:50+00:00
"Formebolone (2-formyl-17α-methyl-11α,17β-dihydroxyandrost-1,4-dien-3-one)",4000,III,N,Esiclene; Hubernol,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Formebolone (2-formyl-17α-methyl-11α,17β- 4000 III N Esiclene; Hubernol dihydroxyandrost-1,4-dien-3-one)",2026-04-24T17:24:50+00:00
Fospropofol,2138,IV,N,Lusedra,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Fospropofol 2138 IV N Lusedra,2026-04-24T17:24:50+00:00
Furanyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylfuran-2-carboxamide),9834,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Furanyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N- 9834 I Y phenylfuran-2-carboxamide),2026-04-24T17:24:50+00:00
"Furazabol (17α-methyl-17β-hydroxyandrostano[2,3-c]-furazan)",4000,III,N,Frazalon; Miotolon; Qu Zhi Shu,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Furazabol (17α-methyl-17β-hydroxyandrostano[2,3-c]- 4000 III N Frazalon; Miotolon; Qu Zhi Shu furazan)",2026-04-24T17:24:50+00:00
Furethidine,9626,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Furethidine 9626 I Y,2026-04-24T17:24:50+00:00
Gamma Hydroxybutyric Acid,2010,I,N,GHB; gamma hydroxybutyrate; sodium oxybate,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Gamma Hydroxybutyric Acid 2010 I N GHB; gamma hydroxybutyrate; sodium oxybate,2026-04-24T17:24:50+00:00
Gamma Hydroxybutyric Acid preparations,2012,III,N,Xyrem,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Gamma Hydroxybutyric Acid preparations 2012 III N Xyrem,2026-04-24T17:24:50+00:00
Ganaxolone (3α-hydroxy-3β-methyl-5α-pregnan-20-one),2401,V,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Ganaxolone (3α-hydroxy-3β-methyl-5α-pregnan-20- 2401 V N one),2026-04-24T17:24:50+00:00
Glutethimide,2550,II,N,Doriden; Dorimide,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Glutethimide 2550 II N Doriden; Dorimide,2026-04-24T17:24:50+00:00
Halazepam,2762,IV,N,Paxipam,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Halazepam 2762 IV N Paxipam,2026-04-24T17:24:50+00:00
Haloxazolam,2771,IV,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Haloxazolam 2771 IV N,2026-04-24T17:24:50+00:00
Heroin,9200,I,Y,Diacetylmorphine; diamorphine,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Heroin 9200 I Y Diacetylmorphine; diamorphine,2026-04-24T17:24:50+00:00
Hydrocodone,9193,II,Y,Dihydrocodeinone,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Hydrocodone 9193 II Y Dihydrocodeinone,2026-04-24T17:24:50+00:00
Hydromorphinol,9301,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Hydromorphinol 9301 I Y,2026-04-24T17:24:50+00:00
Hydromorphone,9150,II,Y,Dilaudid; dihydromorphinone,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Hydromorphone 9150 II Y Dilaudid; dihydromorphinone,2026-04-24T17:24:50+00:00
Hydroxypethidine,9627,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Hydroxypethidine 9627 I Y,2026-04-24T17:24:50+00:00
Ibogaine,7260,I,N,"Constituent of ""Tabernanthe iboga"" plant",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Ibogaine 7260 I N Constituent of ""Tabernanthe iboga"" plant",2026-04-24T17:24:50+00:00
Isobutyryl fentanyl,9827,I,Y,N-(1-phenethylpiperidin-4-yl)-N-phenylisobutyramide,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Isobutyryl fentanyl 9827 I Y N-(1-phenethylpiperidin-4-yl)-N-phenylisobutyramide,2026-04-24T17:24:50+00:00
Isomethadone,9226,II,Y,Isoamidone,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Isomethadone 9226 II Y Isoamidone,2026-04-24T17:24:50+00:00
"Isotonitazene (N,N-diethyl-2-(2-(4 isopropoxybenzyl)-5-nitro-1H-benzimidazol-1-yl)ethan-1-amine)",9614,I,Y,"N,N-Diethyl-2-[[4-(1-methylethoxy)phenyl]methyl]-5- nitro-1H-benzimidazole-1-ethanamine",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Isotonitazene (N,N-diethyl-2-(2-(4 isopropoxybenzyl)-5- 9614 I Y N,N-Diethyl-2-[[4-(1-methylethoxy)phenyl]methyl]-5- nitro-1H-benzimidazol-1-yl)ethan-1-amine) nitro-1H-benzimidazole-1-ethanamine",2026-04-24T17:24:50+00:00
Isovaleryl fentanyl (3-methyl-N-(1-phenethylpiperidin-4-yl)-N-phenylbutanamide),9862,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Isovaleryl fentanyl (3-methyl-N-(1-phenethylpiperidin-4- 9862 I Y yl)-N-phenylbutanamide),2026-04-24T17:24:50+00:00
JWH-018 (also known as AM678) (1-pentyl-3-(1-naphthoyl)indole),7118,I,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,JWH-018 (also known as AM678) (1-pentyl-3-(1- 7118 I N naphthoyl)indole),2026-04-24T17:24:50+00:00
JWH-019 (1-hexyl-3-(1-naphthoyl)indole),7000,I,N,Prior drug code 7019 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,JWH-019 (1-hexyl-3-(1-naphthoyl)indole) 7000 I N Prior drug code 7019 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,2026-04-24T17:24:50+00:00
JWH-073 (1-butyl-3-(1-naphthoyl)indole),7000,I,N,Prior drug code 7173 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,JWH-073 (1-butyl-3-(1-naphthoyl)indole) 7000 I N Prior drug code 7173 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,2026-04-24T17:24:50+00:00
JWH-081 (1-pentyl-3-(1-(4-methoxynaphthoyl)indole)),7000,I,N,Prior drug code 7081 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,JWH-081 (1-pentyl-3-(1-(4-methoxynaphthoyl)indole)) 7000 I N Prior drug code 7081 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,2026-04-24T17:24:50+00:00
JWH-122 (1-Pentyl-3-(4-methyl-1-naphthoyl)indole),7000,I,N,"Prior drug code 7122 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297 Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 13 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"JWH-122 (1-Pentyl-3-(4-methyl-1-naphthoyl)indole) 7000 I N Prior drug code 7122 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297 Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 13 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",2026-04-24T17:24:50+00:00
JWH-200 (1-[2-(4-Morpholinyl)ethyl]-3-(1-naphthoyl)indole),7000,I,N,Prior drug code 7200 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,JWH-200 (1-[2-(4-Morpholinyl)ethyl]-3-(1- 7000 I N Prior drug code 7200 under Synthetic Drug Abuse naphthoyl)indole) Prevention Act; consolidated to 7000 under 91 FR 2297,2026-04-24T17:24:50+00:00
JWH-203 (1-Pentyl-3-(2-chlorophenylacetyl)indole),7000,I,N,Prior drug code 7203 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,JWH-203 (1-Pentyl-3-(2-chlorophenylacetyl)indole) 7000 I N Prior drug code 7203 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,2026-04-24T17:24:50+00:00
JWH-250 (1-Pentyl-3-(2-methoxyphenylacetyl)indole),7000,I,N,Prior drug code 6250 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,JWH-250 (1-Pentyl-3-(2-methoxyphenylacetyl)indole) 7000 I N Prior drug code 6250 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,2026-04-24T17:24:50+00:00
JWH-398 (1-Pentyl-3-(4-chloro-1-naphthoyl)indole),7000,I,N,Prior drug code 7398 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,JWH-398 (1-Pentyl-3-(4-chloro-1-naphthoyl)indole) 7000 I N Prior drug code 7398 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297,2026-04-24T17:24:50+00:00
Ketamine,7285,III,N,Ketaset; Ketalar; Special K; K,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Ketamine 7285 III N Ketaset; Ketalar; Special K; K,2026-04-24T17:24:50+00:00
Ketazolam,2772,IV,N,Anxon; Loftran; Solatran; Contamex,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Ketazolam 2772 IV N Anxon; Loftran; Solatran; Contamex,2026-04-24T17:24:50+00:00
Ketobemidone,9628,I,Y,Cliradon,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Ketobemidone 9628 I Y Cliradon,2026-04-24T17:24:50+00:00
Lacosamide,2746,V,N,Vimpat,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Lacosamide 2746 V N Vimpat,2026-04-24T17:24:50+00:00
"Lasmiditan [2,4,6-trifluoro-N-(6-(1-methylpiperidine-4-carbonyl)pyridine-2-yl-benzamide]",2790,V,N,Reyvow,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Lasmiditan [2,4,6-trifluoro-N-(6-(1-methylpiperidine-4- 2790 V N Reyvow carbonyl)pyridine-2-yl-benzamide]",2026-04-24T17:24:50+00:00
Lemborexant,2245,IV,N,"(1R,2S)-2-[(2,4-Dimethylpyrimidin-5-yl)oxymethyl]-2- (3-fluorophenyl)-N-(5-fluoropyridin-2-yl)cyclopropane- 1-carboxamide",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Lemborexant 2245 IV N (1R,2S)-2-[(2,4-Dimethylpyrimidin-5-yl)oxymethyl]-2- (3-fluorophenyl)-N-(5-fluoropyridin-2-yl)cyclopropane- 1-carboxamide",2026-04-24T17:24:50+00:00
Levo-alphacetylmethadol,9648,II,Y,LAAM; long acting methadone; levomethadyl acetate,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Levo-alphacetylmethadol 9648 II Y LAAM; long acting methadone; levomethadyl acetate,2026-04-24T17:24:50+00:00
Levomethorphan,9210,II,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Levomethorphan 9210 II Y,2026-04-24T17:24:50+00:00
Levomoramide,9629,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Levomoramide 9629 I Y,2026-04-24T17:24:50+00:00
Levophenacylmorphan,9631,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Levophenacylmorphan 9631 I Y,2026-04-24T17:24:50+00:00
Levorphanol,9220,II,Y,Levo-Dromoran,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Levorphanol 9220 II Y Levo-Dromoran,2026-04-24T17:24:50+00:00
Lisdexamfetamine,1205,II,N,Vyvanse,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Lisdexamfetamine 1205 II N Vyvanse,2026-04-24T17:24:50+00:00
Loprazolam,2773,IV,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Loprazolam 2773 IV N,2026-04-24T17:24:50+00:00
Lorazepam,2885,IV,N,Ativan,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Lorazepam 2885 IV N Ativan,2026-04-24T17:24:50+00:00
Lorcaserin,1625,IV,N,Belviq,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Lorcaserin 1625 IV N Belviq,2026-04-24T17:24:50+00:00
Lormetazepam,2774,IV,N,Noctamid,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Lormetazepam 2774 IV N Noctamid,2026-04-24T17:24:50+00:00
Lysergic acid,7300,III,N,LSD precursor,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Lysergic acid 7300 III N LSD precursor,2026-04-24T17:24:50+00:00
Lysergic acid amide,7310,III,N,LSD precursor,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Lysergic acid amide 7310 III N LSD precursor,2026-04-24T17:24:50+00:00
Lysergic acid diethylamide,7315,I,N,LSD; lysergide,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Lysergic acid diethylamide 7315 I N LSD; lysergide,2026-04-24T17:24:50+00:00
"MAB-CHMINACA (N-(1-amino-3,3dimethyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide)",7032,I,N,MAB-CHMINACA; ADB-CHMINACA,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"MAB-CHMINACA (N-(1-amino-3,3dimethyl-1-oxobutan- 7032 I N MAB-CHMINACA; ADB-CHMINACA 2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide)",2026-04-24T17:24:50+00:00
Marihuana,7360,I,N,Cannabis; marijuana,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Marihuana 7360 I N Cannabis; marijuana,2026-04-24T17:24:50+00:00
Marihuana Extract,7350,I,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Marihuana Extract 7350 I N,2026-04-24T17:24:50+00:00
Mazindol,1605,IV,N,Sanorex; Mazanor,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Mazindol 1605 IV N Sanorex; Mazanor,2026-04-24T17:24:50+00:00
