name,dea_code,schedule,narcotic,other_names,source,source_url,raw_text,fetched_at
"5α-Androstan-3,6,17-trione",4000,III,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"5α-Androstan-3,6,17-trione 4000 III N",2026-04-24T17:24:50+00:00
"6-Bromo-androsta-1,4-diene-3,17-dione",4000,III,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"6-Bromo-androsta-1,4-diene-3,17-dione 4000 III N",2026-04-24T17:24:50+00:00
"6-Bromo-androstan-3,17-dione",4000,III,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"6-Bromo-androstan-3,17-dione 4000 III N",2026-04-24T17:24:50+00:00
"6α-Methyl-androst-4-ene-3,17-dione",4000,III,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"6α-Methyl-androst-4-ene-3,17-dione 4000 III N",2026-04-24T17:24:50+00:00
AB-CHMINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide),7031,I,N,AB-CHMINACA,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,AB-CHMINACA (N-(1-amino-3-methyl-1-oxobutan-2- 7031 I N AB-CHMINACA yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide),2026-04-24T17:24:50+00:00
AB-FUBINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide),7012,I,N,AB-FUBINACA,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,AB-FUBINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)- 7012 I N AB-FUBINACA 1-(4-fluorobenzyl)-1H-indazole-3-carboxamide),2026-04-24T17:24:50+00:00
AB-PINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide),7023,I,N,AB-PINACA,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,AB-PINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)-1- 7023 I N AB-PINACA pentyl-1H-indazole-3-carboxamide),2026-04-24T17:24:50+00:00
Acetorphine,9319,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Acetorphine 9319 I Y,2026-04-24T17:24:50+00:00
Acetyl Fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylacetamide),9821,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Acetyl Fentanyl (N-(1-phenethylpiperidin-4-yl)-N- 9821 I Y phenylacetamide),2026-04-24T17:24:50+00:00
Acetyl-alpha-methylfentanyl,9815,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Acetyl-alpha-methylfentanyl 9815 I Y,2026-04-24T17:24:50+00:00
Acetyldihydrocodeine,9051,I,Y,"Acetylcodone Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 6 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Acetyldihydrocodeine 9051 I Y Acetylcodone Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 6 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",2026-04-24T17:24:50+00:00
Acetylmethadol,9601,I,Y,Methadyl acetate,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Acetylmethadol 9601 I Y Methadyl acetate,2026-04-24T17:24:50+00:00
Acryl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylacrylamide),9811,I,Y,Acryloylfentanyl,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Acryl fentanyl (N-(1-phenethylpiperidin-4-yl)-N- 9811 I Y Acryloylfentanyl phenylacrylamide),2026-04-24T17:24:50+00:00
"ADB-4en-PINACA (N-(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(pent-4-en-1-yl)-1H-indazole-3-",7092,I,N,ADB-4en-PINACA carboxamide),DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"ADB-4en-PINACA (N-(1-amino-3,3-dimethyl-1- 7092 I N ADB-4en-PINACA oxobutan-2-yl)-1-(pent-4-en-1-yl)-1H-indazole-3- carboxamide)",2026-04-24T17:24:50+00:00
"ADB-BUTINACA (N-(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-butyl-1H-indazole-3-carboxamide)",7027,I,N,ADB-BUTINACA,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"ADB-BUTINACA (N-(1-amino-3,3-dimethyl-1-oxobutan- 7027 I N ADB-BUTINACA 2-yl)-1-butyl-1H-indazole-3-carboxamide)",2026-04-24T17:24:50+00:00
"ADB–FUBINACA (N-(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide)",7010,I,N,ADB-FUBINACA,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"ADB–FUBINACA (N-(1-amino-3,3-dimethyl-1-oxobutan- 7010 I N ADB-FUBINACA 2-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide)",2026-04-24T17:24:50+00:00
"ADB-PINACA (N-(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide)",7035,I,N,ADB-PINACA,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"ADB-PINACA (N-(1-amino-3,3-dimethyl-1-oxobutan-2- 7035 I N ADB-PINACA yl)-1-pentyl-1H-indazole-3-carboxamide)",2026-04-24T17:24:50+00:00
"AH-7921 (3,4-dichloro-N-[(1-dimethylamino)cyclohexylmethyl]benzamide))",9551,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"AH-7921 (3,4-dichloro-N-[(1- 9551 I Y dimethylamino)cyclohexylmethyl]benzamide))",2026-04-24T17:24:50+00:00
Alfaxalone,2731,IV,N,"Alfaxan; 5α-pregnan-3α-ol-11,20-dione",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Alfaxalone 2731 IV N Alfaxan; 5α-pregnan-3α-ol-11,20-dione",2026-04-24T17:24:50+00:00
Alfentanil,9737,II,Y,Alfenta,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Alfentanil 9737 II Y Alfenta,2026-04-24T17:24:50+00:00
Allylprodine,9602,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Allylprodine 9602 I Y,2026-04-24T17:24:50+00:00
Alphacetylmethadol except levo-alphacetylmethadol,9603,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Alphacetylmethadol except levo-alphacetylmethadol 9603 I Y,2026-04-24T17:24:50+00:00
Alpha-ethyltryptamine,7249,I,N,ET; Trip,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Alpha-ethyltryptamine 7249 I N ET; Trip,2026-04-24T17:24:50+00:00
Alphameprodine,9604,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Alphameprodine 9604 I Y,2026-04-24T17:24:50+00:00
Alphamethadol,9605,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Alphamethadol 9605 I Y,2026-04-24T17:24:50+00:00
alpha'-Methyl butyryl fentanyl (2-methyl-N-(1-phenethylpiperidin-4-yl)-N-phenylbutanamide),9864,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,alpha'-Methyl butyryl fentanyl (2-methyl-N-(1- 9864 I Y phenethylpiperidin-4-yl)-N-phenylbutanamide),2026-04-24T17:24:50+00:00
alpha-Methylfentanyl,9814,I,Y,China White; fentanyl,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,alpha-Methylfentanyl 9814 I Y China White; fentanyl,2026-04-24T17:24:50+00:00
alpha-Methylthiofentanyl,9832,I,Y,China White; fentanyl,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,alpha-Methylthiofentanyl 9832 I Y China White; fentanyl,2026-04-24T17:24:50+00:00
alpha-Methyltryptamine,7432,I,N,AMT (Positional Isomer: N-Methyltryptamine),DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,alpha-Methyltryptamine 7432 I N AMT (Positional Isomer: N-Methyltryptamine),2026-04-24T17:24:50+00:00
Alphaprodine,9010,II,Y,Nisentil,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Alphaprodine 9010 II Y Nisentil,2026-04-24T17:24:50+00:00
alpha-pyrrolidinobutiophenone (α-PBP),7546,I,N,1-Phenyl-2-(pyrrolidin-1-yl)butan-1-one,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,alpha-pyrrolidinobutiophenone (α-PBP) 7546 I N 1-Phenyl-2-(pyrrolidin-1-yl)butan-1-one,2026-04-24T17:24:50+00:00
alpha-Pyrrolidinoheptaphenone (PV8),7548,I,N,PV8; 1-phenyl-2-(pyrrolidin-1-yl)heptan-1-one,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,alpha-Pyrrolidinoheptaphenone (PV8) 7548 I N PV8; 1-phenyl-2-(pyrrolidin-1-yl)heptan-1-one,2026-04-24T17:24:50+00:00
alpha-Pyrrolidinohexanophenone (α-PHP),7544,I,N,α-PHP; α-pyrrolidinohexanophenone; 1-phenyl-2- (pyrrolidin-1-yl)hexan-1-one,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,alpha-Pyrrolidinohexanophenone (α-PHP) 7544 I N α-PHP; α-pyrrolidinohexanophenone; 1-phenyl-2- (pyrrolidin-1-yl)hexan-1-one,2026-04-24T17:24:50+00:00
alpha-Pyrrolidinopentiophenone (α-PVP),7545,I,N,"α-Pyrrolidinovalerophenone; 1-phenyl-2-(pyrrolidin-1- yl)pentan-1-one (Positional Isomers: 4-methyl-α- pyrrolidinobutiophenone (4-MePBP), 1-phenyl-2- (piperidin-1-yl)butan-1-one)",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"alpha-Pyrrolidinopentiophenone (α-PVP) 7545 I N α-Pyrrolidinovalerophenone; 1-phenyl-2-(pyrrolidin-1- yl)pentan-1-one (Positional Isomers: 4-methyl-α- pyrrolidinobutiophenone (4-MePBP), 1-phenyl-2- (piperidin-1-yl)butan-1-one)",2026-04-24T17:24:50+00:00
Alprazolam,2882,IV,N,Xanax,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Alprazolam 2882 IV N Xanax,2026-04-24T17:24:50+00:00
AM2201 (1-(5-Fluoropentyl)-3-(1-naphthoyl) indole),7201,I,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,AM2201 (1-(5-Fluoropentyl)-3-(1-naphthoyl) indole) 7201 I N,2026-04-24T17:24:50+00:00
AM-694 (1-(5-Fluoropentyl)-3-(2-iodobenzoyl) indole),7000,I,N,"Prior drug code 7694 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297 Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 7 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"AM-694 (1-(5-Fluoropentyl)-3-(2-iodobenzoyl) indole) 7000 I N Prior drug code 7694 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297 Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 7 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",2026-04-24T17:24:50+00:00
"Amineptine (7-[(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)amino]heptanoic",1219,I,N,acid),DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Amineptine (7-[(10,11-dihydro-5H- 1219 I N dibenzo[a,d]cyclohepten-5-yl)amino]heptanoic acid)",2026-04-24T17:24:50+00:00
Aminorex,1585,I,N,Has been sold as methamphetamine,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Aminorex 1585 I N Has been sold as methamphetamine,2026-04-24T17:24:50+00:00
Amobarbital,2125,II,N,Amytal; Tuinal,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Amobarbital 2125 II N Amytal; Tuinal,2026-04-24T17:24:50+00:00
Amobarbital & noncontrolled active ingred,2126,III,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Amobarbital & noncontrolled active ingred. 2126 III N,2026-04-24T17:24:50+00:00
Amobarbital suppository dosage form,2126,III,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Amobarbital suppository dosage form 2126 III N,2026-04-24T17:24:50+00:00
Amphetamine,1100,II,N,Dexedrine; Adderall; Obetrol,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Amphetamine 1100 II N Dexedrine; Adderall; Obetrol,2026-04-24T17:24:50+00:00
Anabolic steroids,4000,III,N,Any substance meeting the definition of anabolic steroid as set forth in 21 CFR 1300.01,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Anabolic steroids 4000 III N Any substance meeting the definition of anabolic steroid as set forth in 21 CFR 1300.01,2026-04-24T17:24:50+00:00
Anileridine,9020,II,Y,Leritine,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Anileridine 9020 II Y Leritine,2026-04-24T17:24:50+00:00
APINACA and AKB48 N-(1-Adamantyl)-1-pentyl-1H-indazole-3-carboxamide,7048,I,N,APINACA; AKB48,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,APINACA and AKB48 N-(1-Adamantyl)-1-pentyl-1H- 7048 I N APINACA; AKB48 indazole-3-carboxamide,2026-04-24T17:24:50+00:00
Aprobarbital,2100,III,N,Alurate,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Aprobarbital 2100 III N Alurate,2026-04-24T17:24:50+00:00
Barbital,2145,IV,N,Veronal; Plexonal; barbitone,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Barbital 2145 IV N Veronal; Plexonal; barbitone,2026-04-24T17:24:50+00:00
Barbituric acid derivative,2100,III,N,Barbiturates not specifically listed,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Barbituric acid derivative 2100 III N Barbiturates not specifically listed,2026-04-24T17:24:50+00:00
Benzethidine,9606,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Benzethidine 9606 I Y,2026-04-24T17:24:50+00:00
Benzphetamine,1228,III,N,Didrex; Inapetyl,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Benzphetamine 1228 III N Didrex; Inapetyl,2026-04-24T17:24:50+00:00
Benzylmorphine,9052,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Benzylmorphine 9052 I Y,2026-04-24T17:24:50+00:00
Betacetylmethadol,9607,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Betacetylmethadol 9607 I Y,2026-04-24T17:24:50+00:00
beta-Hydroxy-3-methylfentanyl,9831,I,Y,China White; fentanyl,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,beta-Hydroxy-3-methylfentanyl 9831 I Y China White; fentanyl,2026-04-24T17:24:50+00:00
beta-Hydroxyfentanyl,9830,I,Y,China White; fentanyl,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,beta-Hydroxyfentanyl 9830 I Y China White; fentanyl,2026-04-24T17:24:50+00:00
beta-Hydroxythiofentanyl,9836,I,Y,N-[1-[2-Hydroxy-2-(thiophen-2-yl)ethyl]piperidin-4-yl]- N-phenylpropionamide; N-[1-[2-hydroxy-2-(2- thienyl)ethyl]-4-piperidinyl]-N-phenylpropanamide,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,beta-Hydroxythiofentanyl 9836 I Y N-[1-[2-Hydroxy-2-(thiophen-2-yl)ethyl]piperidin-4-yl]- N-phenylpropionamide; N-[1-[2-hydroxy-2-(2- thienyl)ethyl]-4-piperidinyl]-N-phenylpropanamide,2026-04-24T17:24:50+00:00
Betameprodine,9608,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Betameprodine 9608 I Y,2026-04-24T17:24:50+00:00
Betamethadol,9609,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Betamethadol 9609 I Y,2026-04-24T17:24:50+00:00
beta-Methyl fentanyl (N-phenyl-N-(1-(2-phenylpropyl)piperidin-4-yl)propionamide;,9856,I,Y,also known as β-methyl fentanyl),DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,beta-Methyl fentanyl (N-phenyl-N-(1-(2- 9856 I Y phenylpropyl)piperidin-4-yl)propionamide; also known as β-methyl fentanyl),2026-04-24T17:24:50+00:00
beta-Methylacetyl fentanyl (N-phenyl-N-(1-(2-phenylpropyl)piperidin-4-yl)acetamide),9868,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,beta-Methylacetyl fentanyl (N-phenyl-N-(1-(2- 9868 I Y phenylpropyl)piperidin-4-yl)acetamide),2026-04-24T17:24:50+00:00
"beta'-Phenyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N,3-diphenylpropanamide;",9842,I,Y,also known as β'-phenyl fentanyl; 3-phenylpropanoyl fentanyl),DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"beta'-Phenyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N,3- 9842 I Y diphenylpropanamide; also known as β'-phenyl fentanyl; 3-phenylpropanoyl fentanyl)",2026-04-24T17:24:50+00:00
Betaprodine,9611,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Betaprodine 9611 I Y,2026-04-24T17:24:50+00:00
Bezitramide,9800,II,Y,Burgodin,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Bezitramide 9800 II Y Burgodin,2026-04-24T17:24:50+00:00
"Bolasterone (7α,17α-dimethyl-17β-hydroxyandrost-4-en-3-one)",4000,III,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Bolasterone (7α,17α-dimethyl-17β-hydroxyandrost-4- 4000 III N en-3-one)",2026-04-24T17:24:50+00:00
"Boldenone (17β-hydroxyandrost-1,4-diene-3-one)",4000,III,N,Equipoise; Parenabol; Vebonol; dehydrotestosterone,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Boldenone (17β-hydroxyandrost-1,4-diene-3-one) 4000 III N Equipoise; Parenabol; Vebonol; dehydrotestosterone",2026-04-24T17:24:50+00:00
"Boldione (androsta-1,4-diene-3,17-dione)",4000,III,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Boldione (androsta-1,4-diene-3,17-dione) 4000 III N",2026-04-24T17:24:50+00:00
Brexanolone (3α-hydroxy-5α-pregnan-20-one),2400,IV,N,"Allopregnanolone Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 8 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Brexanolone (3α-hydroxy-5α-pregnan-20-one) 2400 IV N Allopregnanolone Abbreviations: ""NARC"" = Narcotic, ""CSA SCH"" = CSA Schedule, ""CSCN"" = Controlled Substance Code Number Controlled Substances - Alphabetical Order 08-Apr-26 Page 8 of 23 CSA SUBSTANCE CSCN SCH NARC OTHER NAMES",2026-04-24T17:24:50+00:00
Brivaracetam,2710,V,N,BRV; UCB-34714; Briviact; ((2S)-2-[(4R)-2-oxo-4- propylpyrrolidin-1-yl] butanamide),DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Brivaracetam 2710 V N BRV; UCB-34714; Briviact; ((2S)-2-[(4R)-2-oxo-4- propylpyrrolidin-1-yl] butanamide),2026-04-24T17:24:50+00:00
Bromazepam,2748,IV,N,Lexotan; Lexatin; Lexotanil,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Bromazepam 2748 IV N Lexotan; Lexatin; Lexotanil,2026-04-24T17:24:50+00:00
"Bromazolam (8-bromo-1-methyl-6-phenyl-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2778,I,N,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Bromazolam (8-bromo-1-methyl-6-phenyl-4H- 2778 I N benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2026-04-24T17:24:50+00:00
"Brorphine (1-(1-(1-(4-bromophenyl)ethyl)piperidin-4-yl)-1,3-dihydro-2H-benzo[d]imidazol-2-one)",9098,I,Y,"1-[1-[1-(4-Bromophenyl)ethyl]-4-piperidinyl]-1,3- dihydro-2H-benzimidazol-2-one",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Brorphine (1-(1-(1-(4-bromophenyl)ethyl)piperidin-4-yl)- 9098 I Y 1-[1-[1-(4-Bromophenyl)ethyl]-4-piperidinyl]-1,3- 1,3-dihydro-2H-benzo[d]imidazol-2-one) dihydro-2H-benzimidazol-2-one",2026-04-24T17:24:50+00:00
Bufotenine,7433,I,N,"Mappine; N,N-dimethylserotonin",DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Bufotenine 7433 I N Mappine; N,N-dimethylserotonin",2026-04-24T17:24:50+00:00
Buprenorphine,9064,III,Y,Buprenex; Temgesic; Subutex; Suboxone,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Buprenorphine 9064 III Y Buprenex; Temgesic; Subutex; Suboxone,2026-04-24T17:24:50+00:00
Butabarbital (secbutabarbital),2100,III,N,Butisol; Butibel,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Butabarbital (secbutabarbital) 2100 III N Butisol; Butibel,2026-04-24T17:24:50+00:00
Butalbital,2100,III,N,Fiorinal; Butalbital with aspirin,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Butalbital 2100 III N Fiorinal; Butalbital with aspirin,2026-04-24T17:24:50+00:00
Butobarbital (butethal),2100,III,N,Soneryl (UK),DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,Butobarbital (butethal) 2100 III N Soneryl (UK),2026-04-24T17:24:50+00:00
"Butonitazene (2-(2-(4-butoxybenzyl)-5-nitro-1H-benzimidazol-1-yl)-N,N-diethylethan-1-amine)",9751,I,Y,,DEA Orange Book (c_cs_alpha.pdf),https://www.deadiversion.usdoj.gov/schedules/orangebook/c_cs_alpha.pdf,"Butonitazene (2-(2-(4-butoxybenzyl)-5-nitro-1H- 9751 I Y benzimidazol-1-yl)-N,N-diethylethan-1-amine)",2026-04-24T17:24:50+00:00
